basin,basin_key,sst_abs_min_any_storm,sst_abs_mean_major,sst_anom_mean_major,dd_mean_major,wind_mean_major,precip_mean_major,current_sst_anom,current_sst_abs,lambda_historical,lambda_major_historical,storms_last_5yr
Eastern Pacific — Otis (2023),eastern_pacific_otis,26.713764118273655,27.347492572658265,0.04090191589163975,6.3918430600225005,0.7649184611103149,1410.4091535638681,0.2689407982837624,27.575531455050392,15.818181818181818,3.977272727272727,16.333333333333332
South Indian Ocean — Freddy (2023),south_indian_freddy,25.552831635921223,26.152809498733767,0.057189672926998815,6.955541310470692,1.5875522917496958,1089.1662517923148,0.59926268109019,26.694882506896956,8.477272727272727,2.2954545454545454,8.333333333333334
Gulf of Mexico — Harvey (2017),gulf_mexico_harvey,25.707554908856064,26.71659461925111,0.46072365944104915,5.219480324354552,1.2490641244548104,1227.2490930204476,0.9800680777975718,27.235939037607633,2.9545454545454546,0.13636363636363635,3.3333333333333335
Arabian Sea — Biparjoy (2023),arabian_sea_biparjoy,27.027912574361448,27.92775711759761,0.3005200711004375,14.024939126281284,1.9132499248973955,481.7871938082826,0.2239214301960516,27.85115847669323,1.5227272727272727,0.3409090909090909,1.5
